POSITION,PLAYER,TEAM,TOI,GP,TOI/GP,GOALS/60,TOTAL ASSISTS/60,FIRST ASSISTS/60,SECOND ASSISTS/60,TOTAL POINTS/60,IPP,SHOTS/60,SH%,IXG/60,ICF/60,IFF/60,ISCF/60,IHDCF/60,RUSH ATTEMPTS/60,REBOUNDS CREATED/60,PIM/60,TOTAL PENALTIES/60,MINOR/60,MAJOR/60,MISCONDUCT/60,PENALTIES DRAWN/60,GIVEAWAYS/60,TAKEAWAYS/60,HITS/60,HITS TAKEN/60,SHOTS BLOCKED/60,FACEOFFS WON/60,FACEOFFS LOST/60,FACEOFFS %,CF/60,CA/60,CF%,FF/60,FA/60,FF%,SF/60,SA/60,SF%,GF/60,GA/60,GF%,XGF/60,XGA/60,XGF%,SCF/60,SCA/60,SCF%,HDCF/60,HDCA/60,HDCF%,HDGF/60,HDGA/60,HDGF%,MDCF/60,MDCA/60,MDCF%,MDGF/60,MDGA/60,MDGF%,LDCF/60,LDCA/60,LDCF%,LDGF/60,LDGA/60,LDGF%,ON-ICE SH%,ON-ICE SV%,PDO,OFF. ZONE STARTS/60,NEU. ZONE STARTS/60,DEF. ZONE STARTS/60,ON THE FLY STARTS/60,OFF. ZONE START %,OFF. ZONE FACEOFFS/60,NEU. ZONE FACEOFFS/60,DEF. ZONE FACEOFFS/60,OFF. ZONE FACEOFF %,AGE,DATE OF BIRTH,BIRTH CITY,BIRTH STATE/PROVINCE,BIRTH COUNTRY,NATIONALITY,HEIGHT (IN),WEIGHT (LBS),DRAFT YEAR,DRAFT TEAM,DRAFT ROUND,ROUND PICK,OVERALL DRAFT POSITION,COUNTRY,HANDED,DRAFTED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,SEASON,SALARY CAP,SALARY CAP PERCENTAGE,DECEASED,PRED_SALARY_PERCENTAGE,PRED_AAV,DIFF
c,nic dowd,wsh,912.81666666667,64,14.262760416667,0.66,0.92,0.72,0.2,1.58,64.86,5.92,0.1110999999999999,0.6,8.87,7.43,5.85,2.43,0.2,0.66,2.89,1.38,1.38,0.0,0.0,0.92,0.92,1.84,9.14,7.49,3.22,33.26,28.72,0.0353,47.72,60.74,,36.81,43.51,,27.8,30.1,0.4800999999999999,2.43,2.5,0.4932999999999999,2.38,2.96,,22.87,28.2,0.4478999999999999,9.01,10.98,0.4507,1.31,1.58,0.4545,18.49,22.96,0.4461,0.53,0.61,0.4614999999999999,31.33,43.77,,0.66,0.66,0.5,0.0875,0.917,1.005,6.18,16.83,23.99,39.7,0.2048,9.4,21.03,35.36,0.21,31,1990-05-27,Huntsville,AL,USA,USA,73,193,2009.0,L.A,7.0,17.0,198.0,United States,Right,198 - Round 7 - 2009 (LAK),WSH,Standard (1-way),29,,3,UFA,2022,750000,"$750,000.00",800000,800000,0,0,2021-22,81500000,0.00920245398773,0,0.02051325,"$1,671,829.00","$921,829.00"
c,nick bonino,-,1335.9833333333,80,16.699791666667,0.72,0.45,0.22,0.22,1.17,49.06,6.15,0.1168,0.7,9.48,8.13,5.79,3.32,0.22,0.81,0.81,0.4,0.4,0.0,0.0,0.27,0.67,2.25,1.53,2.74,1.08,21.33,20.21,0.0231,46.12,62.02,,35.52,43.65,,25.69,29.87,0.4624,2.38,3.28,0.4206,2.37,2.89,,22.28,30.22,0.4243,9.12,10.24,0.471,0.99,1.62,0.3792999999999999,17.55,26.65,0.397,0.96,1.56,0.381,39.64,52.22,,0.71,0.58,0.55,0.0926999999999999,0.8902,0.983,9.12,13.02,12.98,49.13,0.4125999999999999,15.81,18.1,23.71,0.4,33,1988-04-20,Hartford,CT,USA,USA,73,195,2007.0,S.J,6.0,22.0,173.0,United States,Left,173 - Round 6 - 2007 (SJS),SJS,Standard (1-way),33,M-NTC,2,UFA,2023,2050000,"$2,050,000.00",2050000,2050000,0,0,2021-22,81500000,0.0251533742331288,0,0.019038942,"$1,551,673.00","$-498,327.00"
c,nick cousins,fla,847.85,68,12.468382352941,0.64,0.92,0.5,0.42,1.56,66.67,7.29,0.0874,0.75,12.1,10.12,7.57,3.54,0.28,0.71,2.19,0.78,0.57,0.21,0.0,1.77,1.63,1.13,4.67,8.28,1.91,1.63,1.84,0.0332,59.52,49.68,,45.36,38.71,,32.91,28.52,0.5357,2.34,2.34,0.5,2.85,2.24,,27.53,23.64,0.5379999999999999,11.32,8.92,0.5594,1.34,1.27,0.5135000000000001,21.61,19.63,0.524,1.04,0.94,0.5238,42.11,32.4,,0.31,0.51,0.375,0.071,0.9181,0.989,8.21,9.48,6.65,52.23,0.5524,17.55,14.22,14.93,0.5403,27,1993-07-20,Belleville,ON,CAN,CAN,71,192,2011.0,PHI,3.0,7.0,68.0,Canada,Left,68 - Round 3 - 2011 (PHI),NSH,Standard (1-way),26,,2,UFA,2022,1500000,"$1,500,000.00",2000000,2000000,0,0,2021-22,81500000,0.0184049079754601,0,0.02160633,"$1,760,915.00","$260,915.00"
c,nick schmaltz,ari,1149.5833333333,63,18.247354497354,1.2,1.88,1.41,0.47,3.08,74.68,6.42,0.187,0.8,11.06,8.51,6.73,2.87,0.47,0.73,0.73,0.37,0.37,0.0,0.0,0.47,2.19,2.71,0.78,3.91,1.3,5.95,6.52,0.0249,54.91,55.06,,42.28,43.32,,29.49,31.94,0.48,4.12,3.44,0.5448,3.33,2.89,,28.81,29.49,0.4942,13.0,11.85,0.5231,2.3,1.36,0.6286,21.09,23.52,0.4727,1.74,1.81,0.4902,34.53,32.19,,0.45,0.83,0.3529,0.1398,0.8922,1.032,12.53,13.0,9.39,41.34,0.5714,19.73,16.6,15.97,0.5526,25,1996-02-23,Madison,WI,USA,USA,72,181,2014.0,CHI,1.0,20.0,20.0,United States,Right,20 - Round 1 - 2014 (CHI),ARI,Standard (2-way),23,,7,UFA,2026,5850000,"$5,850,000.00",6000000,5000000,1000000,0,2021-22,81500000,0.0717791411042944,0,0.031129034,"$2,537,016.00","$-3,312,984.00"
c,nick suzuki,mtl,1681.8333333333,82,20.510162601626,0.75,1.43,0.68,0.75,2.18,67.78,6.64,0.1128999999999999,0.67,11.02,8.49,6.31,2.46,0.36,0.71,1.07,0.54,0.54,0.0,0.0,0.93,2.53,1.78,3.18,3.53,2.1,24.94,25.37,0.0177,57.76,55.94,,43.24,42.06,,32.07,31.5,0.5045000000000001,3.21,3.78,0.4592,2.97,3.28,,28.83,30.36,0.487,10.6,12.7,0.4548,1.46,2.28,0.3904999999999999,24.31,23.55,0.508,1.66,1.09,0.6034,36.9,31.69,,0.62,0.62,0.5,0.1001,0.88,0.98,12.17,10.92,9.95,37.53,0.55,23.87,15.16,19.16,0.5547,21,1999-08-10,London,ON,CAN,CAN,71,208,2017.0,VGK,1.0,13.0,13.0,Canada,Right,13 - Round 1 - 2017 (VGK),VGK,Entry-Level,17,,3,RFA,2022,863333,"$1,325,833.00",832500,832500,0,537500,2021-22,81500000,0.0105930429447852,0,0.028350055,"$2,310,529.00","$984,696.00"
c,nico hischier,njd,1353.4,70,19.334285714286,0.93,1.73,0.93,0.8,2.66,72.29,6.78,0.1373,0.83,11.97,9.49,8.38,3.95,0.35,0.62,0.75,0.31,0.27,0.04,0.0,0.66,1.37,1.99,2.22,5.01,0.98,32.36,29.79,0.0231,62.11,52.58,,47.48,40.21,,33.69,28.68,0.5402,3.68,3.59,0.5061,3.29,3.17,,33.34,27.18,0.5509000000000001,12.63,10.2,0.5534,1.73,2.04,0.4588,27.6,22.64,0.5494,1.89,1.06,0.64,47.45,38.81,,0.7,0.96,0.4231,0.1092,0.8748,0.984,14.67,14.63,15.56,36.18,0.4853,26.51,18.22,24.21,0.5227,22,1999-01-04,Brig,CHE,CHE,,73,175,2017.0,N.J,1.0,1.0,,Switzerland,Left,1 - Round 1 - 2017 (NJD),NJD,Standard (1-way),21,,7,UFA,2027,7250000,"$7,250,000.00",7250000,7250000,0,0,2021-22,81500000,0.0889570552147239,0,0.062995724,"$5,134,151.00","$-2,115,849.00"
c,nico sturm,sjs,880.91666666667,74,11.904279279279,0.61,0.75,0.41,0.34,1.36,60.61,6.88,0.0891,0.65,10.22,8.79,5.65,3.13,0.54,0.54,0.95,0.48,0.48,0.0,0.0,0.68,1.09,0.68,6.74,7.08,1.77,21.25,18.87,0.0361,51.02,64.3,,38.76,48.49,,28.54,34.4,0.4535,2.25,3.88,0.3667,2.17,3.07,,23.7,30.24,0.4393999999999999,9.06,11.99,0.4304,1.09,2.32,0.32,19.53,24.34,0.4451,1.09,1.18,0.48,32.76,44.57,,0.49,0.89,0.3571,0.0788,0.8870999999999999,0.966,5.31,13.49,19.34,48.56,0.2155,12.4,19.14,31.81,0.2804,26,1995-05-03,Augsburg,DEU,DEU,,75,209,0.0,-,,,,Germany,Left,-,MIN,Standard (1-way),25,,2,UFA,2022,725000,"$725,000.00",750000,750000,0,0,2021-22,81500000,0.0088957055214723,0,0.013064758,"$1,064,777.00","$339,777.00"
c,nicolas roy,vgk,1268.2,78,16.258974358974,0.71,1.14,0.9,0.24,1.85,52.7,6.86,0.1033999999999999,1.02,11.26,9.27,9.18,5.63,0.43,1.47,2.41,0.95,0.85,0.05,0.05,0.43,1.8,1.61,4.02,4.12,1.56,21.48,22.57,0.0231,67.18,56.35,,50.1,42.06,,37.42,31.23,0.5451,3.5,2.84,0.5522,3.59,3.17,,33.73,30.37,0.5262,14.71,12.49,0.5409,1.8,1.51,0.5428999999999999,25.36,23.84,0.5154,1.32,1.01,0.5676,40.66,32.26,,0.82,0.75,0.5217,0.0935999999999999,0.9091,1.003,12.11,11.78,11.26,44.99,0.5182,22.28,17.08,21.62,0.5075,24,1997-02-05,Amos,QC,CAN,CAN,76,202,2015.0,CAR,4.0,5.0,96.0,Canada,Right,96 - Round 4 - 2015 (CAR),VGK,Standard (1-way),23,,2,RFA,2022,750000,"$750,000.00",750000,750000,0,0,2021-22,81500000,0.00920245398773,0,0.016813448,"$1,370,295.00","$620,295.00"
c,noah gregor,tor,940.95,63,14.935714285714,0.51,0.96,0.45,0.51,1.47,71.88,9.95,0.0513,0.8,16.77,13.39,9.25,3.19,0.57,1.15,1.59,0.7,0.64,0.06,0.0,0.64,0.89,1.79,7.52,5.1,0.7,0.77,1.47,0.0219,53.18,61.02,,40.62,43.74,,29.91,31.31,0.4885,2.04,3.19,0.3902,2.45,2.78,,26.34,29.84,0.4688,10.14,10.78,0.4847999999999999,0.57,1.53,0.2727,21.6,25.42,0.4593,1.19,1.53,0.4375,43.01,46.97,,0.74,0.55,0.5714,0.0682,0.8981999999999999,0.966,10.14,12.18,7.33,52.99,0.5803,17.54,17.28,16.13,0.5207999999999999,22,1998-07-28,Beaumont,AB,CAN,CAN,72,190,2016.0,S.J,4.0,20.0,111.0,Canada,Left,111 - Round 4 - 2016 (SJS),SJS,Standard (2-way),22,,1,RFA,2022,750000,"$750,000.00",750000,750000,0,0,2021-22,81500000,0.00920245398773,0,0.01253045,"$1,021,231.00","$271,231.00"
c,patrice bergeron,-,1327.15,73,18.180136986301,1.13,1.81,0.86,0.95,2.94,65.66,13.25,0.0852999999999999,1.33,19.3,16.68,12.57,5.2,0.63,1.49,1.45,0.72,0.72,0.0,0.0,0.54,0.95,1.67,3.53,2.35,1.94,44.8,27.53,0.0279999999999999,77.85,43.63,,62.25,33.5,,47.06,25.32,0.6502,4.48,2.22,0.6689,4.37,2.24,,40.01,20.75,0.6585,14.6,7.55,0.6592,2.12,1.04,0.6714,33.88,17.6,0.6581,2.05,0.84,0.7082999999999999,51.33,29.52,,1.18,0.46,0.72,0.0951,0.9125,1.008,16.41,10.81,13.83,34.99,0.5426,34.86,16.91,24.28,0.5893999999999999,35,1985-07-24,Ancienne-Lorette,QC,CAN,CAN,73,196,2003.0,BOS,2.0,15.0,45.0,Canada,Right,45 - Round 2 - 2003 (BOS),BOS,Standard (1-way),28,"M-NTC, NMC",8,UFA,2022,6875000,"$6,875,000.00",4375000,3375000,1000000,0,2021-22,81500000,0.0843558282208589,0,0.086737655,"$7,069,118.00","$194,118.00"
c,paul stastny,-,1262.6,71,17.783098591549,1.0,1.14,0.67,0.48,2.14,55.56,6.7,0.1489,0.94,9.31,8.17,7.65,5.37,0.43,0.76,0.67,0.33,0.33,0.0,0.0,0.33,1.0,1.81,1.28,1.71,1.14,12.69,9.74,0.0269,60.68,54.36,,46.29,41.77,,34.03,30.18,0.53,3.85,3.14,0.551,3.55,3.31,,33.07,28.99,0.5329,13.73,13.21,0.5097,1.95,1.62,0.5467,25.79,21.04,0.5507,1.33,1.08,0.5526,36.86,32.33,,1.03,0.69,0.6,0.1131,0.8961,1.009,10.31,12.64,8.36,43.24,0.5522,20.72,18.01,16.01,0.564,35,1985-12-27,Quebec City,QC,CAN,USA,72,193,2005.0,COL,2.0,14.0,44.0,Canada,Left,44 - Round 2 - 2005 (COL),WPG,35+ (1-way),35,,1,UFA,2022,3750000,"$3,750,000.00",3750000,3750000,0,0,2021-22,81500000,0.0460122699386503,0,0.06300111,"$5,134,590.00","$1,384,590.00"
c,pavel zacha,bos,1178.8833333333,70,16.84119047619,0.76,1.07,0.51,0.56,1.83,60.0,7.53,0.1014,0.87,13.44,10.74,9.36,3.26,0.87,0.51,1.12,0.56,0.56,0.0,0.0,0.46,2.04,1.68,4.07,3.21,0.46,9.62,9.57,0.0255,64.18,48.5,,48.5,37.87,,34.25,27.38,0.5557,3.05,3.61,0.4579999999999999,3.18,2.81,,33.34,24.84,0.5731,11.96,9.06,0.569,1.43,1.63,0.4667,28.5,21.04,0.5753,1.76,1.22,0.5909,49.84,34.11,,0.44,1.25,0.2609,0.0892,0.868,0.957,13.74,14.05,9.31,41.58,0.596,25.85,18.02,16.74,0.6069,24,1997-04-06,Brno,CZE,CZE,,76,199,2015.0,N.J,1.0,6.0,,Czech Republic,Left,6 - Round 1 - 2015 (NJD),NJD,Standard (1-way),22,,3,RFA,2022,2250000,"$2,250,000.00",3000000,3000000,0,0,2021-22,81500000,0.0276073619631901,0,0.05160865,"$4,206,104.00","$1,956,104.00"
"c, r",phil kessel,-,1367.6333333333,82,16.678455284553,0.35,1.93,1.05,0.88,2.28,65.82,7.68,0.0457,0.79,13.6,10.09,7.37,2.72,0.35,1.23,1.75,0.7,0.66,0.0,0.04,0.22,2.33,1.71,0.26,0.83,0.88,0.18,0.35,0.0146,55.85,54.23,,42.56,42.25,,31.06,31.59,0.4957999999999999,3.47,3.47,0.5,3.06,2.86,,28.21,28.38,0.4984,11.41,11.71,0.4934,1.89,1.75,0.5181,22.4,22.23,0.502,1.52,1.35,0.5306000000000001,36.69,33.65,,0.63,0.82,0.4347999999999999,0.1116,0.8903,1.002,12.81,11.67,7.59,43.65,0.628,22.33,15.66,14.92,0.5995,33,1987-10-02,Madison,WI,USA,USA,71,208,2006.0,BOS,1.0,5.0,5.0,United States,Right,5 - Round 1 - 2006 (BOS),TOR,Standard (1-way),25,"M-NTC, NMC",8,UFA,2022,8000000,"$8,000,000.00",6000000,1000000,5000000,0,2021-22,81500000,0.0981595092024539,0,0.05278849,"$4,302,261.00","$-3,697,739.00"
c,philip tomasino,nsh,876.76666666667,76,11.536403508772,0.75,1.44,1.09,0.34,2.19,72.73,7.6,0.0991,0.86,12.93,11.02,8.49,3.28,0.41,1.03,0.68,0.34,0.34,0.0,0.0,0.62,1.57,1.16,3.35,4.93,1.92,1.44,2.26,0.0266,56.46,46.19,,44.69,34.35,,31.75,25.59,0.5537,3.01,2.26,0.5714,2.81,1.9,,27.78,22.04,0.5577000000000001,10.47,7.53,0.5817,1.57,1.16,0.575,23.08,19.34,0.5440999999999999,1.46,1.19,0.5517,38.25,29.46,,0.49,0.2,0.7143,0.0948,0.9118,1.007,9.38,8.62,6.09,52.76,0.6062,18.07,13.41,13.69,0.569,19,2001-07-28,Mississauga,ON,CAN,CAN,72,179,2019.0,NSH,1.0,24.0,24.0,Canada,Right,24 - Round 1 - 2019 (NSH),NSH,Entry-Level,17,,3,RFA,2024,863333,"$1,005,000.00",925000,832500,92500,0,2021-22,81500000,0.0105930429447852,0,0.018612308,"$1,516,903.00","$511,903.00"
c,philipp kurashev,chi,861.21666666667,67,12.853980099502,0.42,1.05,0.77,0.28,1.46,70.0,5.99,0.0698,0.54,9.89,7.32,5.85,2.44,0.21,0.56,0.84,0.42,0.42,0.0,0.0,1.05,0.77,1.67,2.16,5.85,1.95,3.55,4.88,0.0294,49.46,55.53,,36.65,40.76,,27.38,30.38,0.4740999999999999,2.09,2.79,0.4286,2.31,2.45,,23.69,27.38,0.4638,9.61,10.03,0.4894,0.98,1.6,0.3784,18.76,23.13,0.4478999999999999,1.21,1.11,0.52,32.91,35.32,,0.3,0.4,0.4286,0.0762999999999999,0.9083,0.985,9.2,13.72,6.2,51.76,0.5972999999999999,15.47,17.9,12.19,0.5592,21,1999-10-12,Munsingen,CHE,CHE,,72,190,2018.0,CHI,4.0,27.0,,Switzerland,Left,120 - Round 4 - 2018 (CHI),CHI,Entry-Level,19,,3,RFA,2022,842500,"$925,000.00",892500,800000,92500,32500,2021-22,81500000,0.0103374233128834,0,0.013678173,"$1,114,771.00","$189,771.00"
"c, l",phillip danault,lak,1431.9333333333,79,18.125738396624,1.13,1.01,0.59,0.42,2.14,62.96,8.13,0.1392,1.05,12.53,10.89,8.76,4.94,0.21,1.13,1.59,0.67,0.59,0.08,0.0,0.67,1.22,0.92,3.1,4.23,1.01,28.33,24.55,0.0224,69.72,53.72,,55.1,40.23,,40.48,29.37,0.5795,3.39,2.89,0.54,3.92,3.29,,36.24,29.12,0.5545,14.79,12.74,0.5373,2.18,1.51,0.5909,28.6,21.84,0.5670000000000001,0.84,1.06,0.4412,52.47,38.98,,0.54,0.54,0.5,0.0839,0.9016,0.985,11.52,12.99,12.82,42.49,0.4733,21.33,16.84,20.99,0.504,28,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011.0,CHI,1.0,26.0,26.0,Canada,Left,26 - Round 1 - 2011 (CHI),LAK,Standard (1-way),28,NMC,6,UFA,2027,5500000,"$5,500,000.00",4000000,750000,3250000,0,2021-22,81500000,0.0674846625766871,0,0.06895877,"$5,620,139.00","$120,139.00"
c,pius suter,van,1387.6833333333,82,16.922967479675,0.65,0.91,0.61,0.3,1.56,66.67,7.18,0.0904,0.89,11.54,9.34,8.17,3.68,0.52,1.08,0.95,0.48,0.48,0.0,0.0,0.43,1.56,1.99,1.04,1.6,1.43,21.4,22.01,0.0213,51.45,58.15,,39.04,46.18,,29.62,34.63,0.461,2.33,3.5,0.4,2.82,3.15,,26.68,30.48,0.4667,10.59,12.54,0.4579,1.12,1.73,0.3939,21.45,23.92,0.4727,1.04,1.61,0.3913,31.98,38.47,,0.44,0.56,0.4375,0.0788,0.8989,0.978,9.34,11.24,11.2,40.47,0.4547,17.9,15.26,19.85,0.4742,25,1996-05-24,Zurich,CHE,CHE,,71,179,0.0,-,,,,Switzerland,Left,-,DET,Standard (1-way),25,,2,UFA,2023,3250000,"$3,250,000.00",2750000,2750000,0,0,2021-22,81500000,0.0398773006134969,0,0.053957246,"$4,397,515.00","$1,147,515.00"
c,radek faksa,dal,1214.2166666667,77,15.769047619048,0.25,0.69,0.4,0.3,0.94,70.37,4.4,0.0562,0.55,7.41,6.42,4.3,2.37,0.1,0.89,2.57,1.09,0.99,0.1,0.0,0.84,1.33,1.33,6.37,5.78,3.31,18.93,15.42,0.0272,40.37,60.04,,30.49,44.42,,21.05,31.38,0.4014999999999999,1.33,3.01,0.3068,2.03,2.88,,19.02,28.86,0.3973,8.8,11.81,0.4269,0.89,1.53,0.3672999999999999,13.64,22.73,0.375,0.4,1.12,0.2609,25.7,39.61,,0.07,0.86,0.0769,0.0634,0.9039,0.967,5.68,15.91,16.65,46.89,0.2544,9.93,19.86,29.25,0.2535,27,1994-01-09,Vitkov,CZE,CZE,,75,225,2012.0,DAL,1.0,13.0,,Czech Republic,Left,13 - Round 1 - 2012 (DAL),DAL,Standard (1-way),26,M-NTC,5,UFA,2025,3250000,"$3,250,000.00",3000000,3000000,0,0,2021-22,81500000,0.0398773006134969,0,0.02794247,"$2,277,311.00","$-972,689.00"
c,rasmus asplund,fla,1147.4833333333,80,14.343541666667,0.42,0.99,0.73,0.26,1.41,55.1,6.8,0.0615,0.69,10.04,9.1,5.44,2.98,0.52,0.73,0.52,0.26,0.26,0.0,0.0,0.21,1.25,1.1,1.57,4.18,0.73,1.41,1.83,0.0227999999999999,53.28,48.21,,41.57,37.8,,31.22,28.29,0.5246,2.56,2.93,0.4667,2.44,2.5,,24.31,25.26,0.4905,9.46,11.09,0.4606,1.36,1.52,0.4727,19.8,18.89,0.5117,0.98,1.19,0.4515999999999999,37.61,30.21,,0.53,0.6,0.4667,0.0821,0.8965000000000001,0.979,10.82,12.44,7.63,48.58,0.5864,17.88,16.1,15.22,0.5403,23,1997-12-03,Filipstad,SWE,SWE,,71,185,2016.0,BUF,2.0,3.0,,Sweden,Left,33 - Round 2 - 2016 (BUF),BUF,Standard (1-way),23,,2,UFANo QO,2023,825000,"$825,000.00",775000,775000,0,0,2021-22,81500000,0.010122699386503,0,0.016082875,"$1,310,754.00","$485,754.00"
c,rem pitlick,chi,989.38333333333,66,14.990656565657,0.91,1.33,0.79,0.55,2.24,66.07,3.94,0.2307999999999999,0.61,5.88,5.15,4.61,3.27,0.61,0.42,1.46,0.73,0.73,0.0,0.0,0.3,2.43,1.88,1.52,4.25,1.7,3.21,3.94,0.0272,51.06,61.31,,38.63,48.33,,29.59,35.84,0.4523,3.4,4.0,0.4589999999999999,2.74,3.69,,25.89,33.29,0.4375,11.22,15.59,0.4185999999999999,1.82,2.61,0.411,19.57,23.61,0.4532,1.21,0.89,0.5769,31.45,34.51,,0.88,0.7,0.5556,0.1148,0.8883,1.003,9.64,11.16,7.7,44.15,0.5559000000000001,17.71,16.98,17.34,0.5052,24,1997-04-02,Ottawa,ON,CAN,CAN,71,186,2016.0,NSH,3.0,15.0,76.0,Canada,Left,76 - Round 3 - 2016 (NSH),NSH,Standard (2-way),24,,1,UFANo QO,2022,917831,"$917,831.00",917831,917831,0,0,2021-22,81500000,0.0112617300613496,0,0.025421286,"$2,071,834.00","$1,154,003.00"
c,riley sheahan,-,830.7,69,12.039130434783,0.29,0.94,0.58,0.36,1.23,51.52,4.98,0.0579999999999999,0.43,7.87,6.43,4.77,2.24,0.29,0.51,0.14,0.07,0.07,0.0,0.0,0.79,0.87,1.3,1.16,2.46,1.88,19.0,21.38,0.034,45.21,59.88,,33.22,44.28,,24.12,32.0,0.4299,2.38,3.68,0.3928999999999999,2.11,3.13,,21.45,30.34,0.4142,9.1,11.85,0.4345,1.23,1.95,0.3864,16.47,24.65,0.4004999999999999,0.96,1.54,0.3846,28.79,40.9,,0.31,0.83,0.2727,0.0988,0.8848999999999999,0.984,6.79,11.2,18.71,51.21,0.2663,11.05,15.31,29.47,0.2727,29,1991-12-07,St. Catharines,ON,CAN,CAN,74,214,2010.0,DET,1.0,21.0,21.0,Canada,Left,21 - Round 1 - 2010 (DET),SEA,Standard (1-way),29,,1,UFA,2022,850000,"$850,000.00",850000,850000,0,0,2021-22,81500000,0.0104294478527607,0,0.015357696,"$1,251,652.00","$401,652.00"
c,robert thomas,stl,1351.6166666667,72,18.772453703704,0.89,2.53,1.6,0.93,3.42,68.75,5.1,0.1739,0.71,8.48,7.37,6.88,3.28,0.27,0.36,0.71,0.36,0.36,0.0,0.0,0.53,2.22,2.66,0.58,2.89,0.93,24.95,25.08,0.0220999999999999,56.29,55.09,,44.44,43.86,,33.16,32.49,0.5051,4.97,3.64,0.5772999999999999,3.41,3.45,,33.87,30.23,0.5284,12.3,10.96,0.5286,2.13,1.69,0.5581,28.77,25.69,0.5283,2.6,1.95,0.5714,30.39,32.45,,1.03,0.58,0.64,0.1499,0.888,1.038,11.32,10.79,7.68,44.17,0.5958,23.93,15.4,16.34,0.5943,21,1999-07-02,Aurora,ON,CAN,CAN,72,218,2017.0,STL,1.0,20.0,20.0,Canada,Right,20 - Round 1 - 2017 (STL),STL,Standard (1-way),21,,2,RFA,2023,2800000,"$2,800,000.00",2400000,2400000,0,0,2021-22,81500000,0.0343558282208589,0,0.03634017,"$2,961,723.00","$161,723.00"
"c, l",roope hintz,dal,1442.8833333333,80,18.036041666667,1.54,1.46,0.91,0.54,2.99,66.67,8.86,0.1737,1.18,15.26,12.64,11.64,5.28,0.37,1.25,1.16,0.58,0.58,0.0,0.0,0.75,2.04,1.0,3.41,3.58,2.16,14.85,13.18,0.022,68.45,51.27,,51.61,38.63,,36.18,28.69,0.5577000000000001,4.49,2.87,0.6102000000000001,4.08,2.61,,39.09,23.83,0.6213000000000001,17.17,8.9,0.6587000000000001,2.66,0.91,0.7442,29.22,19.9,0.5948,1.5,1.44,0.5094,37.6,32.86,,0.66,0.96,0.4074,0.1241,0.9,1.024,16.84,10.94,8.9,47.61,0.6543000000000001,30.15,15.01,16.47,0.6467,24,1996-11-17,Tampere,FIN,FIN,,75,215,2015.0,DAL,2.0,19.0,,Finland,Left,49 - Round 2 - 2015 (DAL),DAL,Standard (1-way),23,,3,RFA,2023,3150000,"$3,150,000.00",3000000,3000000,0,0,2021-22,81500000,0.0386503067484662,0,0.04163989,"$3,393,651.00","$243,651.00"
c,ross colton,col,1010.4666666667,79,12.790717299578,1.31,1.01,0.65,0.36,2.32,81.25,9.44,0.1384,1.1,15.38,12.77,9.56,4.45,0.59,1.37,1.43,0.48,0.42,0.0,0.06,1.13,0.48,1.72,9.08,5.64,1.25,17.99,16.51,0.031,59.38,48.1,,46.2,36.7,,33.31,26.19,0.5599000000000001,2.85,2.2,0.5647,3.16,2.24,,31.47,25.06,0.5567,13.84,9.98,0.581,1.78,1.07,0.625,23.51,20.11,0.539,0.79,0.87,0.4761999999999999,43.74,36.11,,0.51,0.6,0.4614999999999999,0.0856,0.9161,1.002,11.88,13.89,9.8,46.61,0.5478999999999999,19.65,19.59,18.59,0.514,24,1996-09-11,Robbinsville,NJ,USA,USA,72,194,2016.0,T.B,4.0,27.0,118.0,United States,Left,118 - Round 4 - 2016 (TBL),TBL,Standard (1-way),24,,2,RFA,2023,1125000,"$1,125,000.00",1000000,1000000,0,0,2021-22,81500000,0.013803680981595,0,0.017252265,"$1,406,059.00","$281,059.00"
c,ryan carpenter,sjs,842.98333333333,67,12.58184079602,0.21,0.64,0.28,0.36,0.85,63.16,4.77,0.0448,0.53,8.33,6.62,5.34,2.35,0.36,0.43,2.56,0.78,0.57,0.14,0.07,0.85,0.78,1.35,9.68,5.27,2.92,14.24,13.38,0.0366999999999999,44.63,61.57,,32.31,44.98,,22.56,33.88,0.3997,1.35,3.56,0.2754,1.83,3.09,,19.64,29.54,0.3994,7.19,10.89,0.3975999999999999,0.85,1.64,0.3429,16.61,24.86,0.4004999999999999,0.47,1.52,0.2380999999999999,30.53,42.77,,0.21,1.03,0.1667,0.0599,0.895,0.955,4.91,12.88,18.79,52.1,0.2072,9.47,16.8,29.47,0.2430999999999999,30,1991-01-18,Oviedo,FL,USA,USA,73,198,0.0,-,,,,United States,Right,-,CHI,Standard (1-way),28,,3,UFA,2022,1000000,"$1,000,000.00",1000000,800000,200000,0,2021-22,81500000,0.0122699386503067,0,0.02071233,"$1,688,054.00","$688,054.00"
